<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GheymatVazniAr,d,20210221,000000,320907,320907,318995,318995,1146397584
GheymatVazniAr,d,20210222,000000,318250,318250,316874,316874,1590354420
GheymatVazniAr,d,20210223,000000,316117,316165,315355,316133,5860571820
GheymatVazniAr,d,20210224,000000,317193,317239,314560,314560,3225759933
GheymatVazniAr,d,20210227,000000,313547,313547,311467,311476,1822236262
GheymatVazniAr,d,20210228,000000,310997,310997,309231,309283,741258257
GheymatVazniAr,d,20210301,000000,308290,308836,308138,308249,3175597990
GheymatVazniAr,d,20210302,000000,308481,310622,308481,309459,4498726751
GheymatVazniAr,d,20210303,000000,309403,309403,307270,307270,2713308280
GheymatVazniAr,d,20210306,000000,306652,306652,305133,305133,1975415767
GheymatVazniAr,d,20210307,000000,304708,306663,304708,306594,4423613736
GheymatVazniAr,d,20210308,000000,307271,312944,307271,312923,6664459092
GheymatVazniAr,d,20210309,000000,313885,317054,313885,315578,6005929386
GheymatVazniAr,d,20210310,000000,314282,314701,313973,314675,2858107825
GheymatVazniAr,d,20210313,000000,314529,320569,314435,320538,5824851550
GheymatVazniAr,d,20210314,000000,321676,324889,321676,324660,7955863748
GheymatVazniAr,d,20210315,000000,324043,327023,323677,326630,5728703534
GheymatVazniAr,d,20210316,000000,326961,336086,326961,336063,6832309163
GheymatVazniAr,d,20210317,000000,339963,341113,339963,340492,5267274138
GheymatVazniAr,d,20210327,000000,340442,341035,339614,340974,6016579693
GheymatVazniAr,d,20210328,000000,341327,341396,339663,340278,4237518973
GheymatVazniAr,d,20210330,000000,339847,340070,339228,339316,3063023720
GheymatVazniAr,d,20210331,000000,339241,339293,337058,337058,2420645005
GheymatVazniAr,d,20210403,000000,336431,336431,334025,334045,1438577569
GheymatVazniAr,d,20210404,000000,333531,333531,330538,330538,830992155
GheymatVazniAr,d,20210405,000000,329830,329830,328423,328782,2745086014
GheymatVazniAr,d,20210406,000000,329484,329928,328274,328274,2787025227
GheymatVazniAr,d,20210407,000000,327707,327707,325317,325317,1068645641
GheymatVazniAr,d,20210410,000000,324492,324492,322900,322900,588396551
GheymatVazniAr,d,20210411,000000,322027,322027,320344,320344,1265226824
GheymatVazniAr,d,20210412,000000,319795,319795,319026,319113,2408566725
GheymatVazniAr,d,20210413,000000,321323,324158,321323,323901,5631017338
GheymatVazniAr,d,20210414,000000,324175,324178,323507,323577,2981984958
GheymatVazniAr,d,20210417,000000,323037,323037,321004,321004,885619300
GheymatVazniAr,d,20210418,000000,320287,320287,318661,318666,629877470
GheymatVazniAr,d,20210419,000000,317766,317766,316420,316600,2266123302
GheymatVazniAr,d,20210420,000000,317041,317640,316707,317306,4424949336
GheymatVazniAr,d,20210421,000000,316705,316705,314037,314037,2013597519
GheymatVazniAr,d,20210424,000000,313629,313629,312031,312033,1492129735
GheymatVazniAr,d,20210425,000000,311444,311444,309035,309041,1218150190
GheymatVazniAr,d,20210426,000000,308875,308875,308050,308810,3058115485
GheymatVazniAr,d,20210427,000000,309558,313106,309558,312888,4982814654
GheymatVazniAr,d,20210428,000000,313247,315054,313247,314246,5437140499
GheymatVazniAr,d,20210501,000000,314432,314432,310722,310731,3701769749
GheymatVazniAr,d,20210502,000000,309969,309969,307173,307173,2041477572
GheymatVazniAr,d,20210503,000000,306160,306160,303607,303607,1589299529
GheymatVazniAr,d,20210505,000000,303824,305056,303824,304942,3573806082
GheymatVazniAr,d,20210508,000000,305965,305965,303680,303680,1895501673
GheymatVazniAr,d,20210509,000000,302988,302988,299624,299630,2041886446
GheymatVazniAr,d,20210510,000000,299092,301125,298976,301092,4471876553
GheymatVazniAr,d,20210511,000000,301966,306799,301966,306573,4495290162
GheymatVazniAr,d,20210512,000000,308085,309350,307703,307703,3672387461
GheymatVazniAr,d,20210515,000000,307374,310014,307081,309052,3040415246
GheymatVazniAr,d,20210516,000000,309079,309766,308835,308835,4768075442
GheymatVazniAr,d,20210517,000000,308681,308681,305101,305101,3951636603
GheymatVazniAr,d,20210518,000000,304506,305726,304460,304799,3966654829
GheymatVazniAr,d,20210519,000000,304645,304645,299930,299934,2837607952
GheymatVazniAr,d,20210522,000000,298484,298484,292735,292735,3140846699
GheymatVazniAr,d,20210523,000000,291512,291512,287416,287416,2736881777
GheymatVazniAr,d,20210524,000000,286718,286718,283993,283993,3101631622
GheymatVazniAr,d,20210525,000000,284020,286626,284020,286499,3828892175
GheymatVazniAr,d,20210526,000000,286741,287823,286716,287453,3187592389
GheymatVazniAr,d,20210529,000000,288016,295297,288016,295206,5193613814
GheymatVazniAr,d,20210530,000000,298584,301432,298584,299698,6544526193
GheymatVazniAr,d,20210531,000000,299374,299374,296846,296846,4231361800
GheymatVazniAr,d,20210601,000000,297022,297251,295363,295363,3867036552
GheymatVazniAr,d,20210602,000000,295650,297484,295606,297478,4348565232
GheymatVazniAr,d,20210607,000000,298147,299706,298147,299465,4346687369
GheymatVazniAr,d,20210608,000000,300079,301930,300079,300308,7224192625
GheymatVazniAr,d,20210609,000000,300229,300229,297846,297846,5282898929
GheymatVazniAr,d,20210612,000000,297838,297980,296043,296055,4392171750
GheymatVazniAr,d,20210613,000000,295963,295963,294918,295067,4285700279
GheymatVazniAr,d,20210614,000000,295393,297392,295393,297388,5291759110
GheymatVazniAr,d,20210615,000000,298057,298683,297342,297342,6211847659
GheymatVazniAr,d,20210616,000000,297129,297288,296628,296628,4460515642
GheymatVazniAr,d,20210619,000000,297482,300327,297482,300260,4947645129
GheymatVazniAr,d,20210620,000000,301859,302073,300695,300704,5702591827
GheymatVazniAr,d,20210621,000000,300344,301954,299970,301866,6855160451
GheymatVazniAr,d,20210622,000000,303057,306578,303057,306477,6922194239
GheymatVazniAr,d,20210623,000000,306488,313217,306488,313193,8919118052
GheymatVazniAr,d,20210626,000000,314828,319220,314828,318520,7294193569
GheymatVazniAr,d,20210627,000000,318570,320302,317676,319726,7958728994
GheymatVazniAr,d,20210628,000000,320250,321084,319206,320964,7721284666
GheymatVazniAr,d,20210629,000000,321117,322813,321117,322164,6459143878
GheymatVazniAr,d,20210630,000000,322367,324342,322057,324128,6103272047
GheymatVazniAr,d,20210703,000000,324547,324626,321299,321299,6308319007
GheymatVazniAr,d,20210704,000000,320457,320896,319092,319621,5329460369
GheymatVazniAr,d,20210705,000000,320034,322420,320034,322316,5791965257
GheymatVazniAr,d,20210706,000000,324120,329180,324120,329156,6464619858
GheymatVazniAr,d,20210707,000000,329758,330068,327704,327704,5660983356
GheymatVazniAr,d,20210710,000000,327595,327595,324418,324418,5276527515
GheymatVazniAr,d,20210711,000000,324375,328130,324375,328100,6743873806
GheymatVazniAr,d,20210712,000000,328942,333843,328942,332042,6664856269
GheymatVazniAr,d,20210713,000000,331811,333310,331540,331540,6687654422
GheymatVazniAr,d,20210714,000000,331391,331960,330748,331939,6362758462
GheymatVazniAr,d,20210717,000000,333939,335100,333050,333050,7531281447
GheymatVazniAr,d,20210718,000000,332764,332764,330442,330891,6782169555
GheymatVazniAr,d,20210719,000000,331353,333030,331353,332201,4378480302
GheymatVazniAr,d,20210726,000000,332665,335326,332665,333082,4015605932
GheymatVazniAr,d,20210727,000000,333511,334598,330239,330239,4908517106
GheymatVazniAr,d,20210728,000000,330383,331740,330383,330639,5442088670
GheymatVazniAr,d,20210731,000000,331550,339420,331550,339415,6718262618
GheymatVazniAr,d,20210801,000000,341066,341986,341066,341550,6201045129
GheymatVazniAr,d,20210802,000000,341571,341801,340919,340959,5721664098
GheymatVazniAr,d,20210803,000000,341195,345408,341195,344686,6422146765
GheymatVazniAr,d,20210804,000000,346155,352307,346155,352292,7292238371
GheymatVazniAr,d,20210807,000000,354696,355225,352720,352720,6959535853
GheymatVazniAr,d,20210808,000000,352769,355499,352613,355251,5935067141
GheymatVazniAr,d,20210809,000000,355907,359094,355907,359094,8043816097
GheymatVazniAr,d,20210810,000000,360041,364258,360041,364258,8162763675
GheymatVazniAr,d,20210811,000000,366660,371969,366660,371840,8981851049
GheymatVazniAr,d,20210814,000000,373285,373285,370075,370661,11703080258
GheymatVazniAr,d,20210815,000000,370843,375466,370678,375446,8861725425
GheymatVazniAr,d,20210822,000000,376938,380146,376938,379357,11347478380
GheymatVazniAr,d,20210823,000000,379748,379748,377617,378471,10269652475
GheymatVazniAr,d,20210824,000000,379184,385350,379184,385343,9736841709
GheymatVazniAr,d,20210825,000000,386245,387030,384597,387030,10583302623
GheymatVazniAr,d,20210828,000000,388196,393411,388196,393410,10318623261
GheymatVazniAr,d,20210829,000000,394931,395893,392552,392822,14455263193
GheymatVazniAr,d,20210830,000000,388122,388122,380479,380479,11227919049
GheymatVazniAr,d,20210831,000000,374883,374883,368933,373534,12832498568
GheymatVazniAr,d,20210901,000000,374517,379660,374517,379645,8564129441
GheymatVazniAr,d,20210904,000000,381412,385832,381412,384744,9349195923
GheymatVazniAr,d,20210905,000000,384514,384514,382375,383781,8972644632
GheymatVazniAr,d,20210906,000000,384239,385762,384103,384103,9585428973
GheymatVazniAr,d,20210907,000000,383434,383434,380252,380252,8089469466
GheymatVazniAr,d,20210908,000000,380281,381113,380281,380988,6284033966
GheymatVazniAr,d,20210911,000000,382508,384138,382100,382100,6520924394
GheymatVazniAr,d,20210912,000000,381714,381714,371846,371994,5880109268
GheymatVazniAr,d,20210913,000000,371886,372036,367844,368310,6776310702
GheymatVazniAr,d,20210914,000000,368738,373859,368738,373737,5839339624
GheymatVazniAr,d,20210915,000000,373840,373840,371552,371552,5445891119
GheymatVazniAr,d,20210918,000000,371789,371789,362067,362068,5810963290
GheymatVazniAr,d,20210919,000000,361627,361627,354641,354641,6079196765
GheymatVazniAr,d,20210920,000000,355038,356879,355038,356463,5098631223
GheymatVazniAr,d,20210921,000000,356488,356488,347336,347341,5808778659
GheymatVazniAr,d,20210922,000000,347584,347996,344474,346146,6443158428
GheymatVazniAr,d,20210925,000000,347540,355051,347540,355051,5747555915
GheymatVazniAr,d,20210926,000000,355992,356832,355665,355703,4652684048
GheymatVazniAr,d,20210928,000000,355857,357495,355857,355882,4822181585
GheymatVazniAr,d,20210929,000000,355891,358774,355891,358762,5000559675
GheymatVazniAr,d,20211002,000000,360320,367875,360320,367873,5994475679
GheymatVazniAr,d,20211003,000000,368721,369828,368156,368673,7055630221
GheymatVazniAr,d,20211004,000000,368830,370789,368779,370661,4975842801
GheymatVazniAr,d,20211006,000000,371349,371820,371349,371525,5140158940
GheymatVazniAr,d,20211009,000000,371650,371650,365963,365965,5095216047
GheymatVazniAr,d,20211010,000000,365516,365516,362770,363364,4185293066
GheymatVazniAr,d,20211011,000000,363587,364743,363587,363817,3788688478
GheymatVazniAr,d,20211012,000000,363151,363151,354129,354129,5118732398
GheymatVazniAr,d,20211013,000000,353903,353903,348782,348813,4886080748
GheymatVazniAr,d,20211016,000000,350966,358817,350966,358817,4392107864
GheymatVazniAr,d,20211017,000000,360521,360723,357409,357409,4930419154
GheymatVazniAr,d,20211018,000000,357221,357622,355953,357610,4798539230
GheymatVazniAr,d,20211019,000000,357833,360780,357833,359543,4510392071
GheymatVazniAr,d,20211020,000000,359553,359553,356283,356283,3710941493
GheymatVazniAr,d,20211023,000000,356089,356089,349167,349180,4435812722
GheymatVazniAr,d,20211025,000000,348506,348506,343314,343319,4511599719
GheymatVazniAr,d,20211026,000000,342839,343512,342698,343398,4136016684
GheymatVazniAr,d,20211027,000000,343431,345757,343431,345757,3751384173
GheymatVazniAr,d,20211030,000000,345959,345959,341200,341200,4569087020
GheymatVazniAr,d,20211031,000000,341040,341040,332425,332425,5262870311
GheymatVazniAr,d,20211101,000000,333811,337665,333811,337665,3605489438
GheymatVazniAr,d,20211102,000000,337985,341306,337985,341305,3557859988
GheymatVazniAr,d,20211103,000000,341713,346849,341713,346842,4379633757
GheymatVazniAr,d,20211106,000000,347894,357314,347894,357283,3432246848
GheymatVazniAr,d,20211107,000000,357728,357855,354863,354863,10343729241
GheymatVazniAr,d,20211108,000000,354577,356019,353834,355727,8279979835
GheymatVazniAr,d,20211109,000000,355827,359420,355827,359025,7391292653
GheymatVazniAr,d,20211110,000000,359732,361221,359400,361208,5140854509
GheymatVazniAr,d,20211113,000000,359702,359702,356917,356934,4284024773
GheymatVazniAr,d,20211114,000000,357300,358747,357300,357740,5007389134
GheymatVazniAr,d,20211115,000000,357670,357670,351238,351238,4470305876
GheymatVazniAr,d,20211116,000000,350821,350821,349324,349326,3417682862
