<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
price_usd_nerkhapi,d,20120514,000000,16250,16250,16250,16250
price_usd_nerkhapi,d,20120515,000000,16690,16690,16690,16690
price_usd_nerkhapi,d,20120516,000000,16380,16380,16380,16380
price_usd_nerkhapi,d,20120517,000000,16650,16650,16650,16650
price_usd_nerkhapi,d,20120519,000000,16850,16850,16850,16850
price_usd_nerkhapi,d,20120520,000000,16760,16760,16760,16760
price_usd_nerkhapi,d,20120521,000000,16850,16850,16850,16850
price_usd_nerkhapi,d,20120522,000000,16690,16690,16690,16690
price_usd_nerkhapi,d,20120523,000000,16710,16710,16710,16710
price_usd_nerkhapi,d,20120524,000000,17600,17600,17600,17600
price_usd_nerkhapi,d,20120526,000000,17670,17670,17670,17670
price_usd_nerkhapi,d,20120527,000000,17200,17200,17200,17200
price_usd_nerkhapi,d,20120528,000000,17300,17300,17300,17300
price_usd_nerkhapi,d,20120529,000000,17600,17600,17600,17600
price_usd_nerkhapi,d,20120530,000000,17680,17680,17680,17680
price_usd_nerkhapi,d,20120531,000000,17700,17700,17700,17700
price_usd_nerkhapi,d,20120602,000000,17770,17770,17770,17770
price_usd_nerkhapi,d,20120605,000000,17680,17680,17680,17680
price_usd_nerkhapi,d,20120606,000000,17700,17700,17700,17700
price_usd_nerkhapi,d,20120607,000000,17850,17850,17850,17850
price_usd_nerkhapi,d,20120609,000000,18250,18250,18250,18250
price_usd_nerkhapi,d,20120610,000000,18210,18210,18210,18210
price_usd_nerkhapi,d,20120611,000000,18150,18150,18150,18150
price_usd_nerkhapi,d,20120612,000000,17900,17900,17900,17900
price_usd_nerkhapi,d,20120613,000000,17600,17600,17600,17600
price_usd_nerkhapi,d,20120614,000000,17800,17800,17800,17800
price_usd_nerkhapi,d,20120616,000000,17850,17850,17850,17850
price_usd_nerkhapi,d,20120617,000000,18000,18000,18000,18000
price_usd_nerkhapi,d,20120619,000000,18100,18100,18100,18100
price_usd_nerkhapi,d,20120620,000000,18280,18280,18280,18280
price_usd_nerkhapi,d,20120621,000000,18300,18300,18300,18300
price_usd_nerkhapi,d,20120623,000000,18800,18800,18800,18800
price_usd_nerkhapi,d,20120624,000000,19050,19050,19050,19050
price_usd_nerkhapi,d,20120625,000000,18950,18950,18950,18950
price_usd_nerkhapi,d,20120626,000000,19200,19200,19200,19200
price_usd_nerkhapi,d,20120627,000000,19400,19400,19400,19400
price_usd_nerkhapi,d,20120628,000000,20150,20150,20150,20150
price_usd_nerkhapi,d,20120629,000000,20150,20150,20150,20150
price_usd_nerkhapi,d,20120630,000000,19800,20000,19520,19940
price_usd_nerkhapi,d,20120701,000000,19890,19890,19520,19530
price_usd_nerkhapi,d,20120702,000000,19460,19560,19280,19430
price_usd_nerkhapi,d,20120703,000000,19410,19760,19400,19760
price_usd_nerkhapi,d,20120704,000000,19800,19830,19610,19680
price_usd_nerkhapi,d,20120707,000000,19580,19600,19410,19460
price_usd_nerkhapi,d,20120708,000000,19390,19390,19040,19100
price_usd_nerkhapi,d,20120709,000000,19020,19160,18810,19130
price_usd_nerkhapi,d,20120710,000000,19200,19460,19200,19360
price_usd_nerkhapi,d,20120711,000000,19330,19340,19100,19140
price_usd_nerkhapi,d,20120712,000000,19170,19240,19150,19220
price_usd_nerkhapi,d,20120714,000000,19350,19350,19150,19150
price_usd_nerkhapi,d,20120715,000000,19130,19130,19010,19020
price_usd_nerkhapi,d,20120716,000000,18900,19200,18900,19200
price_usd_nerkhapi,d,20120717,000000,19280,19280,19090,19090
price_usd_nerkhapi,d,20120718,000000,19040,19220,19030,19150
price_usd_nerkhapi,d,20120719,000000,19140,19140,19080,19100
price_usd_nerkhapi,d,20120721,000000,19080,19100,19030,19090
price_usd_nerkhapi,d,20120722,000000,19070,19080,18980,18990
price_usd_nerkhapi,d,20120723,000000,18960,19090,18960,19080
price_usd_nerkhapi,d,20120724,000000,19100,19230,19100,19210
price_usd_nerkhapi,d,20120725,000000,19200,19340,19200,19290
price_usd_nerkhapi,d,20120726,000000,19350,19600,19350,19570
price_usd_nerkhapi,d,20120728,000000,19600,19740,19600,19700
price_usd_nerkhapi,d,20120729,000000,19650,19650,19420,19470
price_usd_nerkhapi,d,20120730,000000,19500,19680,19500,19680
price_usd_nerkhapi,d,20120731,000000,19710,19710,19630,19710
price_usd_nerkhapi,d,20120801,000000,19820,20080,19800,20070
price_usd_nerkhapi,d,20120802,000000,20080,20250,20080,20190
price_usd_nerkhapi,d,20120804,000000,20070,20170,20020,20080
price_usd_nerkhapi,d,20120805,000000,20040,20480,20040,20440
price_usd_nerkhapi,d,20120806,000000,20700,21550,20700,21460
price_usd_nerkhapi,d,20120807,000000,21800,22100,21570,21980
price_usd_nerkhapi,d,20120808,000000,21970,21970,20850,20850
price_usd_nerkhapi,d,20120809,000000,20700,20950,20570,20950
price_usd_nerkhapi,d,20120811,000000,20800,21350,20800,21300
price_usd_nerkhapi,d,20120812,000000,21390,21520,21370,21480
price_usd_nerkhapi,d,20120813,000000,21400,21410,21290,21300
price_usd_nerkhapi,d,20120814,000000,21290,21310,21210,21210
price_usd_nerkhapi,d,20120815,000000,21230,21240,21070,21070
price_usd_nerkhapi,d,20120816,000000,21110,21260,21060,21260
price_usd_nerkhapi,d,20120818,000000,21300,21320,21200,21200
price_usd_nerkhapi,d,20120821,000000,21210,21290,21180,21290
price_usd_nerkhapi,d,20120822,000000,21360,21360,21290,21360
price_usd_nerkhapi,d,20120823,000000,21420,21690,21420,21630
price_usd_nerkhapi,d,20120825,000000,21830,22100,21820,21940
price_usd_nerkhapi,d,20120826,000000,22000,22000,21650,21730
price_usd_nerkhapi,d,20120827,000000,21750,21960,21720,21960
price_usd_nerkhapi,d,20120828,000000,21930,21940,21930,21940
price_usd_nerkhapi,d,20120829,000000,21930,21950,21930,21940
price_usd_nerkhapi,d,20120901,000000,21850,21850,21770,21800
price_usd_nerkhapi,d,20120902,000000,21780,21780,21590,21590
price_usd_nerkhapi,d,20120903,000000,21500,21730,21330,21730
price_usd_nerkhapi,d,20120904,000000,21820,21910,21750,21820
price_usd_nerkhapi,d,20120905,000000,21820,22190,21810,22180
price_usd_nerkhapi,d,20120906,000000,22370,22500,22210,22210
price_usd_nerkhapi,d,20120908,000000,22500,23020,22500,23020
price_usd_nerkhapi,d,20120909,000000,23140,24480,23140,24480
price_usd_nerkhapi,d,20120910,000000,24900,26300,24900,25600
price_usd_nerkhapi,d,20120911,000000,25200,25200,24250,24750
price_usd_nerkhapi,d,20120913,000000,23900,24000,23820,23910
price_usd_nerkhapi,d,20120915,000000,23850,24480,23850,24480
price_usd_nerkhapi,d,20120916,000000,24350,24550,24320,24470
price_usd_nerkhapi,d,20120917,000000,24470,25240,24470,24930
price_usd_nerkhapi,d,20120918,000000,24700,24820,24300,24360
price_usd_nerkhapi,d,20120919,000000,24210,24360,23990,24280
price_usd_nerkhapi,d,20120920,000000,24340,24410,24340,24380
price_usd_nerkhapi,d,20120922,000000,24740,24740,24370,24690
price_usd_nerkhapi,d,20120923,000000,24660,24780,24510,24760
price_usd_nerkhapi,d,20120924,000000,24600,25300,24600,25200
price_usd_nerkhapi,d,20120925,000000,25310,26530,25310,25480
price_usd_nerkhapi,d,20120926,000000,26150,26460,26120,26300
price_usd_nerkhapi,d,20120927,000000,26760,26900,26760,26900
price_usd_nerkhapi,d,20120929,000000,27160,28500,27160,28440
price_usd_nerkhapi,d,20120930,000000,29600,29800,29410,29800
price_usd_nerkhapi,d,20121001,000000,29680,34700,29680,34700
price_usd_nerkhapi,d,20121002,000000,33300,36100,33300,36100
price_usd_nerkhapi,d,20121003,000000,35700,36300,30000,34000
price_usd_nerkhapi,d,20121004,000000,31000,32000,29600,30000
price_usd_nerkhapi,d,20121006,000000,29000,31500,28500,30300
price_usd_nerkhapi,d,20121007,000000,29800,31200,28500,30000
price_usd_nerkhapi,d,20121008,000000,30670,33400,30670,33400
price_usd_nerkhapi,d,20121009,000000,34000,34500,33000,33000
price_usd_nerkhapi,d,20121010,000000,32200,33500,31250,33000
price_usd_nerkhapi,d,20121011,000000,33000,33450,33000,33250
price_usd_nerkhapi,d,20121013,000000,33950,33950,33950,33950
price_usd_nerkhapi,d,20121014,000000,33700,34200,33500,34000
price_usd_nerkhapi,d,20121015,000000,34600,35400,34600,35200
price_usd_nerkhapi,d,20121016,000000,36000,36000,36000,36000
price_usd_nerkhapi,d,20121017,000000,33350,33350,33350,33350
price_usd_nerkhapi,d,20121018,000000,33350,36000,33350,35300
price_usd_nerkhapi,d,20121020,000000,36000,36000,36000,36000
price_usd_nerkhapi,d,20121021,000000,35500,35500,35000,35400
price_usd_nerkhapi,d,20121022,000000,36000,36000,36000,36000
price_usd_nerkhapi,d,20121023,000000,33000,33000,32700,32700
price_usd_nerkhapi,d,20121024,000000,34000,34000,34000,34000
price_usd_nerkhapi,d,20121025,000000,34000,34000,34000,34000
price_usd_nerkhapi,d,20121026,000000,34000,34000,34000,34000
price_usd_nerkhapi,d,20121027,000000,33400,33400,33400,33400
price_usd_nerkhapi,d,20121028,000000,32900,32900,32900,32900
price_usd_nerkhapi,d,20121029,000000,33400,33400,33400,33400
price_usd_nerkhapi,d,20121030,000000,33000,33000,33000,33000
price_usd_nerkhapi,d,20121031,000000,32900,32900,32900,32900
price_usd_nerkhapi,d,20121101,000000,32900,32900,32900,32900
price_usd_nerkhapi,d,20121102,000000,32900,32900,32900,32900
price_usd_nerkhapi,d,20121103,000000,32900,32900,32900,32900
price_usd_nerkhapi,d,20121104,000000,31000,31000,29500,29500
price_usd_nerkhapi,d,20121105,000000,29500,29500,29500,29500
price_usd_nerkhapi,d,20121106,000000,32000,32000,32000,32000
price_usd_nerkhapi,d,20121107,000000,31800,31800,31800,31800
price_usd_nerkhapi,d,20121108,000000,31800,31800,31800,31800
price_usd_nerkhapi,d,20121109,000000,31800,31800,31800,31800
price_usd_nerkhapi,d,20121110,000000,31000,31000,31000,31000
price_usd_nerkhapi,d,20121111,000000,30700,30700,30700,30700
price_usd_nerkhapi,d,20121112,000000,30500,30500,30500,30500
price_usd_nerkhapi,d,20121113,000000,30000,30000,30000,30000
price_usd_nerkhapi,d,20121114,000000,29800,29800,29800,29800
price_usd_nerkhapi,d,20121115,000000,29800,29800,29800,29800
price_usd_nerkhapi,d,20121116,000000,29800,29800,29800,29800
price_usd_nerkhapi,d,20121117,000000,29400,29400,29400,29400
price_usd_nerkhapi,d,20121118,000000,28500,28500,28500,28500
price_usd_nerkhapi,d,20121119,000000,28000,28000,28000,28000
price_usd_nerkhapi,d,20121120,000000,26500,26500,26500,26500
price_usd_nerkhapi,d,20121121,000000,28400,28400,28400,28400
price_usd_nerkhapi,d,20121122,000000,28400,29000,28400,29000
price_usd_nerkhapi,d,20121123,000000,29000,29000,29000,29000
price_usd_nerkhapi,d,20121124,000000,29000,29000,29000,29000
price_usd_nerkhapi,d,20121125,000000,29000,29000,29000,29000
price_usd_nerkhapi,d,20121126,000000,28900,28900,28900,28900
price_usd_nerkhapi,d,20121127,000000,28000,28000,28000,28000
price_usd_nerkhapi,d,20121128,000000,29000,29000,29000,29000
price_usd_nerkhapi,d,20121129,000000,28700,28700,28700,28700
price_usd_nerkhapi,d,20121201,000000,29500,29500,29500,29500
price_usd_nerkhapi,d,20121202,000000,29300,29300,29300,29300
price_usd_nerkhapi,d,20121203,000000,29300,29300,29300,29300
price_usd_nerkhapi,d,20121204,000000,29100,29100,29100,29100
price_usd_nerkhapi,d,20121205,000000,29300,29300,29300,29300
price_usd_nerkhapi,d,20121206,000000,29300,29300,29300,29300
price_usd_nerkhapi,d,20121207,000000,29300,29300,29300,29300
price_usd_nerkhapi,d,20121208,000000,30500,30500,30500,30500
price_usd_nerkhapi,d,20121209,000000,29000,29000,29000,29000
price_usd_nerkhapi,d,20121210,000000,29800,29800,29800,29800
price_usd_nerkhapi,d,20121211,000000,30100,30100,30100,30100
price_usd_nerkhapi,d,20121212,000000,29950,29950,29950,29950
price_usd_nerkhapi,d,20121213,000000,30200,30200,30200,30200
price_usd_nerkhapi,d,20121215,000000,29700,29700,29700,29700
price_usd_nerkhapi,d,20121216,000000,30000,30000,30000,30000
price_usd_nerkhapi,d,20121217,000000,30000,30330,30000,30330
price_usd_nerkhapi,d,20121218,000000,30900,31100,30900,31100
price_usd_nerkhapi,d,20121219,000000,31250,31350,30850,30850
price_usd_nerkhapi,d,20121220,000000,31000,31000,31000,31000
price_usd_nerkhapi,d,20121222,000000,31500,31700,31300,31700
price_usd_nerkhapi,d,20121223,000000,31800,32400,31800,32400
price_usd_nerkhapi,d,20121224,000000,33500,33500,33320,33320
price_usd_nerkhapi,d,20121225,000000,34200,34200,33320,33320
price_usd_nerkhapi,d,20121226,000000,32640,33280,32480,32750
price_usd_nerkhapi,d,20121227,000000,32850,32850,32600,32600
price_usd_nerkhapi,d,20121229,000000,32800,32800,32100,32100
price_usd_nerkhapi,d,20121230,000000,31950,32300,31600,32300
price_usd_nerkhapi,d,20121231,000000,32900,32900,32400,32400
price_usd_nerkhapi,d,20130101,000000,32400,32550,32400,32400
price_usd_nerkhapi,d,20130102,000000,32350,32500,32350,32450
price_usd_nerkhapi,d,20130105,000000,32350,32350,32350,32350
price_usd_nerkhapi,d,20130106,000000,32400,32460,32330,32460
price_usd_nerkhapi,d,20130107,000000,32400,32400,32300,32350
price_usd_nerkhapi,d,20130108,000000,32420,32660,32400,32660
price_usd_nerkhapi,d,20130109,000000,32550,33250,32550,32850
price_usd_nerkhapi,d,20130110,000000,32800,32800,32800,32800
price_usd_nerkhapi,d,20130113,000000,32700,33080,32700,32880
price_usd_nerkhapi,d,20130114,000000,32900,32950,32850,32900
price_usd_nerkhapi,d,20130115,000000,32930,33100,32900,33050
price_usd_nerkhapi,d,20130116,000000,33300,33300,33010,33050
price_usd_nerkhapi,d,20130117,000000,33080,33080,33050,33050
price_usd_nerkhapi,d,20130119,000000,33150,33400,33150,33400
price_usd_nerkhapi,d,20130120,000000,33300,34350,33300,34100
price_usd_nerkhapi,d,20130121,000000,34400,35430,34400,35150
price_usd_nerkhapi,d,20130122,000000,35240,36500,35240,36190
price_usd_nerkhapi,d,20130123,000000,36500,36500,34960,35600
price_usd_nerkhapi,d,20130124,000000,35400,35400,35200,35250
price_usd_nerkhapi,d,20130126,000000,35000,35500,35000,35500
price_usd_nerkhapi,d,20130127,000000,35600,36520,35600,36520
price_usd_nerkhapi,d,20130128,000000,36300,36710,36000,36500
price_usd_nerkhapi,d,20130129,000000,36600,36600,36600,36600
price_usd_nerkhapi,d,20130130,000000,36800,38100,36800,37950
price_usd_nerkhapi,d,20130131,000000,37800,38900,37800,38900
price_usd_nerkhapi,d,20130202,000000,39400,39700,37800,38200
price_usd_nerkhapi,d,20130203,000000,38100,38100,37800,38100
price_usd_nerkhapi,d,20130204,000000,37700,38250,37700,38250
price_usd_nerkhapi,d,20130205,000000,38900,38900,38500,38500
price_usd_nerkhapi,d,20130206,000000,37700,37700,37150,37150
price_usd_nerkhapi,d,20130207,000000,37900,38200,37900,38200
price_usd_nerkhapi,d,20130209,000000,38250,38500,38250,38500
price_usd_nerkhapi,d,20130211,000000,38300,38300,37700,37700
price_usd_nerkhapi,d,20130212,000000,37500,37500,37200,37200
price_usd_nerkhapi,d,20130213,000000,36000,36500,35900,36500
price_usd_nerkhapi,d,20130214,000000,36900,37500,36900,37500
price_usd_nerkhapi,d,20130216,000000,37450,37450,37140,37300
price_usd_nerkhapi,d,20130217,000000,37000,37000,36800,36800
price_usd_nerkhapi,d,20130218,000000,36600,37100,36600,37100
price_usd_nerkhapi,d,20130219,000000,37400,37500,37250,37250
price_usd_nerkhapi,d,20130220,000000,36800,37100,36800,36900
price_usd_nerkhapi,d,20130221,000000,36700,36750,36700,36750
price_usd_nerkhapi,d,20130223,000000,37000,37100,36800,36800
price_usd_nerkhapi,d,20130224,000000,36650,36750,36550,36750
price_usd_nerkhapi,d,20130225,000000,36890,37460,36890,37460
price_usd_nerkhapi,d,20130226,000000,37450,37850,37450,37650
price_usd_nerkhapi,d,20130227,000000,37900,37900,37050,37050
price_usd_nerkhapi,d,20130228,000000,37000,37000,36750,36750
price_usd_nerkhapi,d,20130302,000000,36500,36650,36450,36450
price_usd_nerkhapi,d,20130303,000000,36100,36100,34900,34900
price_usd_nerkhapi,d,20130304,000000,33900,33900,32850,33050
price_usd_nerkhapi,d,20130305,000000,33300,34700,33300,34400
price_usd_nerkhapi,d,20130306,000000,34800,35900,34800,35900
price_usd_nerkhapi,d,20130307,000000,36400,36400,35700,35700
price_usd_nerkhapi,d,20130309,000000,35450,35450,34800,34800
price_usd_nerkhapi,d,20130310,000000,34850,34850,34450,34750
price_usd_nerkhapi,d,20130311,000000,35300,35500,34900,35100
price_usd_nerkhapi,d,20130312,000000,35050,35050,34700,34750
price_usd_nerkhapi,d,20130313,000000,34300,34450,34100,34400
price_usd_nerkhapi,d,20130314,000000,34200,34250,34000,34000
price_usd_nerkhapi,d,20130316,000000,33950,33950,33300,33320
price_usd_nerkhapi,d,20130317,000000,33400,34200,33400,34100
price_usd_nerkhapi,d,20130318,000000,34000,34050,33950,34050
price_usd_nerkhapi,d,20130406,000000,34500,35400,34500,35100
price_usd_nerkhapi,d,20130407,000000,36000,36400,35950,36350
price_usd_nerkhapi,d,20130408,000000,36150,36150,35400,35400
price_usd_nerkhapi,d,20130409,000000,35400,35650,35400,35400
price_usd_nerkhapi,d,20130410,000000,35500,35500,35150,35150
price_usd_nerkhapi,d,20130411,000000,35300,35300,35050,35050
price_usd_nerkhapi,d,20130413,000000,35200,35300,35050,35150
price_usd_nerkhapi,d,20130415,000000,35100,35200,35050,35050
price_usd_nerkhapi,d,20130416,000000,35200,35200,35000,35050
price_usd_nerkhapi,d,20130417,000000,35100,35250,35100,35250
price_usd_nerkhapi,d,20130418,000000,35350,35350,35300,35300
price_usd_nerkhapi,d,20130420,000000,35450,35500,35100,35200
price_usd_nerkhapi,d,20130421,000000,35150,35350,35150,35350
price_usd_nerkhapi,d,20130422,000000,35450,35500,35400,35500
price_usd_nerkhapi,d,20130423,000000,35600,35600,35450,35600
price_usd_nerkhapi,d,20130424,000000,35650,36400,35650,36400
price_usd_nerkhapi,d,20130425,000000,36350,36350,36150,36150
price_usd_nerkhapi,d,20130427,000000,36200,36200,35850,35850
price_usd_nerkhapi,d,20130428,000000,35700,35850,35600,35850
price_usd_nerkhapi,d,20130429,000000,35800,36100,35800,35900
price_usd_nerkhapi,d,20130430,000000,35950,35950,35800,35800
price_usd_nerkhapi,d,20130501,000000,35750,35750,35700,35700
price_usd_nerkhapi,d,20130502,000000,35400,35550,35400,35550
price_usd_nerkhapi,d,20130504,000000,35700,35700,35500,35600
price_usd_nerkhapi,d,20130505,000000,35800,36000,35750,36000
price_usd_nerkhapi,d,20130506,000000,35850,35850,35700,35700
price_usd_nerkhapi,d,20130507,000000,35650,35650,35550,35600
price_usd_nerkhapi,d,20130508,000000,35650,35650,35450,35450
price_usd_nerkhapi,d,20130509,000000,35350,35350,35300,35350
price_usd_nerkhapi,d,20130511,000000,35300,35300,34650,34650
price_usd_nerkhapi,d,20130512,000000,34850,34900,34700,34900
price_usd_nerkhapi,d,20130513,000000,34850,35300,34850,35300
price_usd_nerkhapi,d,20130514,000000,35270,35300,35250,35250
price_usd_nerkhapi,d,20130515,000000,35000,35050,34750,35050
price_usd_nerkhapi,d,20130516,000000,35100,35150,35100,35150
price_usd_nerkhapi,d,20130518,000000,35160,35160,35000,35050
price_usd_nerkhapi,d,20130519,000000,34800,34900,34750,34750
price_usd_nerkhapi,d,20130520,000000,34550,34750,34500,34700
price_usd_nerkhapi,d,20130521,000000,35000,35000,34900,34900
price_usd_nerkhapi,d,20130522,000000,35600,35700,35450,35650
price_usd_nerkhapi,d,20130523,000000,35550,35550,35400,35450
price_usd_nerkhapi,d,20130525,000000,35500,35800,35500,35700
price_usd_nerkhapi,d,20130526,000000,35850,36280,35850,36150
price_usd_nerkhapi,d,20130527,000000,36100,36280,36100,36280
price_usd_nerkhapi,d,20130528,000000,36300,36850,36300,36850
price_usd_nerkhapi,d,20130529,000000,36900,36900,36480,36580
price_usd_nerkhapi,d,20130530,000000,36450,36450,36150,36200
price_usd_nerkhapi,d,20130601,000000,36180,36520,36180,36450
price_usd_nerkhapi,d,20130602,000000,36480,36500,36280,36280
price_usd_nerkhapi,d,20130603,000000,36320,36350,36280,36350
price_usd_nerkhapi,d,20130608,000000,36480,36700,36480,36700
price_usd_nerkhapi,d,20130609,000000,36650,36650,36300,36300
price_usd_nerkhapi,d,20130610,000000,36300,36300,36200,36200
price_usd_nerkhapi,d,20130611,000000,35950,36000,35850,35850
price_usd_nerkhapi,d,20130612,000000,35950,36450,35950,36450
price_usd_nerkhapi,d,20130613,000000,36350,36350,36300,36300
price_usd_nerkhapi,d,20130615,000000,36000,36000,34500,34800
price_usd_nerkhapi,d,20130616,000000,34400,35200,34400,35100
price_usd_nerkhapi,d,20130617,000000,35000,35000,34500,34550
price_usd_nerkhapi,d,20130618,000000,35000,35000,34500,34500
price_usd_nerkhapi,d,20130619,000000,34400,34400,33900,34000
price_usd_nerkhapi,d,20130620,000000,33500,33500,32850,33000
price_usd_nerkhapi,d,20130622,000000,32900,32900,32000,32000
price_usd_nerkhapi,d,20130623,000000,30700,31500,29800,30900
price_usd_nerkhapi,d,20130625,000000,31200,33100,31200,33100
price_usd_nerkhapi,d,20130626,000000,32400,33200,32400,32950
price_usd_nerkhapi,d,20130627,000000,33700,34000,33600,33600
price_usd_nerkhapi,d,20130629,000000,33400,33700,33150,33200
price_usd_nerkhapi,d,20130630,000000,33600,33600,33400,33500
price_usd_nerkhapi,d,20130701,000000,34100,34100,33750,33900
price_usd_nerkhapi,d,20130702,000000,34000,34000,33700,33700
price_usd_nerkhapi,d,20130703,000000,33550,33650,33400,33600
price_usd_nerkhapi,d,20130704,000000,33550,33650,33550,33650
price_usd_nerkhapi,d,20130706,000000,33500,33500,33200,33200
price_usd_nerkhapi,d,20130707,000000,33200,33200,32950,32950
price_usd_nerkhapi,d,20130708,000000,33350,33500,33300,33350
price_usd_nerkhapi,d,20130709,000000,33150,33150,32950,33100
price_usd_nerkhapi,d,20130710,000000,33050,33050,32900,33000
price_usd_nerkhapi,d,20130711,000000,33300,33300,33100,33150
price_usd_nerkhapi,d,20130713,000000,33050,33050,32850,32850
price_usd_nerkhapi,d,20130714,000000,32700,32700,32350,32700
price_usd_nerkhapi,d,20130715,000000,32750,32750,32550,32600
price_usd_nerkhapi,d,20130716,000000,32550,32600,32550,32600
price_usd_nerkhapi,d,20130717,000000,32500,32500,32100,32150
price_usd_nerkhapi,d,20130718,000000,32000,32000,31650,31650
price_usd_nerkhapi,d,20130720,000000,31200,31200,30850,31000
price_usd_nerkhapi,d,20130721,000000,30800,31150,30700,31150
price_usd_nerkhapi,d,20130722,000000,31850,31850,31450,31600
price_usd_nerkhapi,d,20130723,000000,31450,31450,31150,31200
price_usd_nerkhapi,d,20130724,000000,31300,31650,31200,31650
price_usd_nerkhapi,d,20130725,000000,31500,31650,31500,31600
price_usd_nerkhapi,d,20130727,000000,31500,31700,31500,31700
price_usd_nerkhapi,d,20130728,000000,31900,31900,31700,31800
price_usd_nerkhapi,d,20130729,000000,31700,31750,31600,31700
price_usd_nerkhapi,d,20130731,000000,31750,31750,31650,31700
price_usd_nerkhapi,d,20130801,000000,31750,31800,31750,31800
price_usd_nerkhapi,d,20130803,000000,32100,32900,32050,32850
price_usd_nerkhapi,d,20130804,000000,32650,32800,32400,32400
price_usd_nerkhapi,d,20130805,000000,32150,32200,31900,32000
price_usd_nerkhapi,d,20130806,000000,31900,31950,31750,31900
price_usd_nerkhapi,d,20130807,000000,32050,32350,32050,32250
price_usd_nerkhapi,d,20130808,000000,32300,32350,32100,32150
price_usd_nerkhapi,d,20130811,000000,32150,32200,32150,32200
price_usd_nerkhapi,d,20130812,000000,32300,32400,32200,32250
price_usd_nerkhapi,d,20130813,000000,32100,32100,31900,31950
price_usd_nerkhapi,d,20130814,000000,31900,31950,31800,31950
price_usd_nerkhapi,d,20130815,000000,32000,32050,32000,32000
price_usd_nerkhapi,d,20130817,000000,31850,31850,31600,31700
price_usd_nerkhapi,d,20130818,000000,31650,31650,31550,31580
price_usd_nerkhapi,d,20130819,000000,31650,31700,31450,31450
price_usd_nerkhapi,d,20130820,000000,31450,31450,31000,31000
price_usd_nerkhapi,d,20130821,000000,30900,31000,30800,30950
price_usd_nerkhapi,d,20130822,000000,31000,31200,30950,31200
price_usd_nerkhapi,d,20130824,000000,31300,31350,31150,31250
price_usd_nerkhapi,d,20130825,000000,31300,31300,31150,31200
price_usd_nerkhapi,d,20130826,000000,31350,31350,31150,31250
price_usd_nerkhapi,d,20130827,000000,31250,31800,31250,31750
price_usd_nerkhapi,d,20130828,000000,31800,33000,31800,33000
price_usd_nerkhapi,d,20130829,000000,32800,32800,32200,32400
price_usd_nerkhapi,d,20130831,000000,32300,32700,32200,32700
price_usd_nerkhapi,d,20130901,000000,32550,32550,32350,32400
price_usd_nerkhapi,d,20130903,000000,32450,32700,32400,32700
price_usd_nerkhapi,d,20130904,000000,32800,33300,32800,33050
price_usd_nerkhapi,d,20130905,000000,33050,33200,33050,33200
price_usd_nerkhapi,d,20130907,000000,33150,33150,32800,32800
price_usd_nerkhapi,d,20130908,000000,32700,32900,32700,32900
price_usd_nerkhapi,d,20130909,000000,32850,32950,32800,32850
price_usd_nerkhapi,d,20130910,000000,32750,32750,32000,32000
price_usd_nerkhapi,d,20130911,000000,31900,32050,31750,31800
price_usd_nerkhapi,d,20130912,000000,31750,31800,31650,31800
price_usd_nerkhapi,d,20130914,000000,31750,31800,31700,31700
price_usd_nerkhapi,d,20130915,000000,31800,31800,31700,31700
price_usd_nerkhapi,d,20130916,000000,31600,31600,31200,31300
price_usd_nerkhapi,d,20130917,000000,30900,31050,30600,30600
price_usd_nerkhapi,d,20130918,000000,30700,30850,30700,30800
price_usd_nerkhapi,d,20130919,000000,30950,31000,30800,30800
price_usd_nerkhapi,d,20130921,000000,30400,30450,29000,29000
price_usd_nerkhapi,d,20130922,000000,29300,29500,29000,29300
price_usd_nerkhapi,d,20130923,000000,29400,29550,29250,29350
price_usd_nerkhapi,d,20130924,000000,29150,29500,29150,29350
price_usd_nerkhapi,d,20130925,000000,29700,31250,29700,30700
price_usd_nerkhapi,d,20130926,000000,30800,30800,30500,30500
price_usd_nerkhapi,d,20130928,000000,30100,30450,29750,30400
price_usd_nerkhapi,d,20130929,000000,30700,31000,30550,30650
price_usd_nerkhapi,d,20130930,000000,30650,30650,30250,30350
price_usd_nerkhapi,d,20131001,000000,30500,30550,30400,30550
price_usd_nerkhapi,d,20131002,000000,30700,30700,30500,30550
price_usd_nerkhapi,d,20131003,000000,30500,30500,30350,30350
price_usd_nerkhapi,d,20131005,000000,30300,30600,30300,30550
price_usd_nerkhapi,d,20131006,000000,30800,30800,30550,30550
price_usd_nerkhapi,d,20131007,000000,30550,30550,30350,30450
price_usd_nerkhapi,d,20131008,000000,30450,30500,30400,30500
price_usd_nerkhapi,d,20131009,000000,30400,30400,30350,30350
price_usd_nerkhapi,d,20131010,000000,30400,30450,30400,30400
price_usd_nerkhapi,d,20131012,000000,30450,30450,30350,30350
price_usd_nerkhapi,d,20131013,000000,30400,30400,30150,30150
price_usd_nerkhapi,d,20131014,000000,30300,30350,30150,30350
price_usd_nerkhapi,d,20131015,000000,30300,30350,30250,30350
price_usd_nerkhapi,d,20131017,000000,30450,30450,30450,30450
price_usd_nerkhapi,d,20131019,000000,30400,30400,30200,30200
price_usd_nerkhapi,d,20131020,000000,30150,30200,30100,30150
